Category,Film Title,Speech,Winner,Year
 Sound Editing, Master and Commander: The Far Side of the World,"I'd like to thank the Academy for this incredible honor.  My crew:  Linda Yeaney, Andrew Bock, Michael Mitchell, Hamilton Sterling, Hugo Weng, Michael Magill, Chris Flick, Gary Hecker, Bob Kizer, Laura Graham, Monique Salvato, John P. Fasal and Eric Potter.  Everyone at Fox, especially Jeff Harlacker. Our brilliant picture editing department led by Lee Smith.  My good friends and fellow sailors, Paul Massey and Doug Hemphill.  And most of all I'd like to thank our captain, Peter Weir.  Your vision is honored here, Peter, and I was thrilled to be along for the ride.  Thank you.  And finally I'd like to dedicate this to my beautiful wife Sue, my son Sam, and to the memory of my mother who will always be in our hearts.  Thank you.", Richard King, 2003 (76th) Academy Awards
 Sound Editing, The Incredibles,"Thank you so much. Certain Academy Awards, like Sound and Visual Effects and Editing, are sometimes referred to as technical awards. They are not technical awards; they're given for artistic decisions. Sometimes we make them better than others, and I guess we made a couple of good ones on this one. Thank you so much, Brad Bird and Skywalker Sound. Lisa and Austin, this is for you.MICHAEL SILVERS:I'd like to share this with my superheroes, the sound editing crew. And Lois, Rebecca, Emma and Bonnie, I love you. Thank you, everybody.", Michael Silvers and Randy Thom, 2004 (77th) Academy Awards
 Sound Editing, King Kong,"We want to thank Peter Jackson and Fran Walsh for their spectacular vision which is matched only by their spectacular generosity of spirit and heart.  We are so proud to stand here and accept this award on behalf of our whole crew who continue to prove that with unconditional creative collaboration, the impossible becomes possible.  And in particular we want to thank the amazing Brent Burge and the one-of-a-kind Andy Serkis who brought the voice of ""Kong"" to life.MIKE HOPKINS:And also I'd like to especially thank Chris Ward, Martin Kwok, Pippa Anderson, and the amazing people at Park Road.  And also the guy that paved the way for us, Murray Spivack, the original sound designer for the 1933 version of ""King Kong.""  Murray, hope you were pleased with it.  Thank you.ETHAN VAN DER RYN:Thank you so much!", Mike Hopkins and Ethan Van der Ryn, 2005 (78th) Academy Awards
 Sound Editing, Letters from Iwo Jima,"Well, first of all I'd like to thank the Academy, our distinguished director Clint Eastwood, producers Steven Spielberg, Paul Haggis and Rob Lorenz. The incredible support from everyone in the Malpaso family, Warner Bros. and DreamWorks. Support from the United States Marine Corps. To our wives and children for their continued support and understanding. Our exceptional picture and sound editors on ""Letters,"" and the mix team of Gregg Rudloff, John Reitz and Dave Campbell. And finally, thank you to my father and all the brave, honorable men and women in uniform, who in a time of crisis have all made that decision to defend their personal freedom and liberty no matter what the sacrifice. Thank you.", Alan Robert Murray and Bub Asman, 2006 (79th) Academy Awards
 Sound Editing, The Bourne Ultimatum,"Oh my God, I went blank.  It's such an honor to be here.  I want to thank – we want to thank the Academy.  We want to thank Universal Studios.PER HALLBERG:And the pleasure of doing something like this with filmmakers like Paul...um, I'm blanking out, too.KAREN BAKER LANDERS:Frank Marshall.PER HALLBERG:Pat Crowley.  Chris Rouse.KAREN BAKER LANDERS:Paul Greengrass.PER HALLBERG:You said that already.KAREN BAKER LANDERS:Mixers Scott Millan, David Parker – we planned this and we blew it.PER HALLBERG:And, anyway, most of all we want to thank, of course, our crew that works with us every day.KAREN BAKER LANDERS:Yes, gosh, Chris Assells, Dan Hegeman – I know, I know, music.  [Music begins to play.]PER HALLBERG:There you go.  Thank you so much.  Thank you, thank you, thank you.", Karen Baker Landers and Per Hallberg, 2007 (80th) Academy Awards
 Sound Editing, The Dark Knight,"Thank you.  As a kid growing up in suburban Florida, I was obsessed by movies.  And Hollywood seemed like it was a million miles away; I never thought that I would be here.  But I'm so happy to be and thrilled to be a part of the creative industry, that going to work is fun every day.  And I'd like to thank my crew, picture editor Lee Smith, mixers Lora Hirschberg and Gary Rizzo, producers Emma Thomas, Chuck Roven.  And Christopher Nolan, who is very fun to work with, very detail-oriented, just made going to work a joy; and thank you very much, Chris.  Thank you to the Academy.", Richard King, 2008 (81st) Academy Awards
 Sound Editing, The Hurt Locker,"This is such a great honor to be here.  Twenty-three years ago, other side of the world, I sold everything I had to come and be part of what you guys do over here.  It's such a great honor.  There's so many people have faith in me and gave me a shot, maybe when, I don't know that I earned it yet.  And thank you to all those people.  My wife and my son, for always loving me no matter what.  And Kathryn, what an incredible movie.  Thank you for everything and your friendship.  All of you, the Academy, thank you so much.", Paul N.J. Ottosson, 2009 (82nd) Academy Awards
 Sound Editing, Inception,"I owe this a thousand percent to Chris Nolan.  As artists and craftspeople it's all about the opportunities we get and I just want to thank you, Chris, wherever you are, for making great movies and inviting me along for the ride. I want to thank Lee Smith; Emma Thomas; my sound editing crew, who I share this award with; Lora, Gary, and Ed, who were just here; and all my love to my wife Sue and my son Sam.  Thank you.", Richard King, 2010 (83rd) Academy Awards
 Sound Editing, Hugo,"You go.PHILIP STOCKTON:No, Hugo.EUGENE GEARTY:Oh. I'd like to thank the members of the Academy. My crew back in New York City, you know who you are. Thelma, whose indefatigable work ethic is an inspiration to all of us. And Marty, thank you so much for yet another opportunity to work on an ""other"" great film. Thank you so much.PHILIP STOCKTON:I just want to thank everybody who's here tonight and everybody who isn't, and everybody who's ever been born or may be born or be born again or reborn. If I've forgotten anybody then you probably know who you are. I specifically want to thank Graham King and Tim Headington, my wife Gail, my daughter Julia. Thelma, Marty, I love you guys. Thank you.", Philip Stockton and Eugene Gearty, 2011 (84th) Academy Awards
 Sound Editing, Skyfall,"Well, thank you, the Academy. This is so cool. We always wished we could work on a Bond movie and we never quite thought that was gonna happen; but it did. And we just want to thank Michael and Barbara for inviting us to the family. Then we got Sam Mendes as the director and that just made it even sweeter. We got to mix for our friends Scott and Greg, and now this.KAREN BAKER LANDERS:And I just want to say that all the other nominees in this category, we're all storytellers; we just tell our story through sound. And this is a huge honor – it's telling me to wrap it up now. I want to thank Peter Staubli, Dino Dimuro, Chris Assells, Dan Hegeman.PER HALLBERG:Chris Hogan, Stuver, and our guys Tony and Phil.KAREN BAKER LANDERS:Chris Jargo.PER HALLBERG:Chris Jargo, Craig Jaeger [music begins to play]. Thank you so much.KAREN BAKER LANDERS:Thank you.", Per Hallberg and Karen Baker Landers, 2012 (85th) Academy Awards
 Sound Editing, Zero Dark Thirty,"To the Academy, thank you. This is such an honor. Kathryn, what a fantastic movie. And my crew. I was fortunate to be here a few years ago for a movie called ""Hurt Locker"" and I was awarded two of these. I woke up in the morning, seven o'clock, where our son has said, ""One for mommy, one for daddy."" He looked at me and said, ""Where's mine?"" And Theo, I love you. Karen, I love you. Mom watching at home, I love you. My dad, with God now, I love you. I miss you. Good night. Thank you.", Paul N.J. Ottosson, 2012 (85th) Academy Awards
 Sound Editing, Gravity,"Wow, my heart's beating faster than Sandra's. Obviously I'd like to thank Alfonso Cuarón for an amazing film, absolutely amazing film. Who then, the reason why I'm here is, he gave us such a great opportunity. All of us. And he brought us all together and he pushed us and he pushed us right into the middle of the night, sometimes longer. But it's brilliant. And also I'd like to thank my crew, obviously. They worked so hard. And David Heyman and Warner Bros., who, you know, they were 100 percent behind us and we couldn't have done it without that commitment from everybody and all the group. We were such a team on this film, and sort of had a big bond. And I'd like to thank everybody else on the film as well for that. I'd like to thank my wife Allison* and my boys, Danny, Nick and Ollie, and my crew. And thank you very, very much.", Glenn Freemantle, 2013 (86th) Academy Awards
 Sound Editing, American Sniper,"Thank you to the Academy. First of all, to Mr. Clint Eastwood, it's always been an honor and a privilege to work with you. You are the best. To Rob Lorenz, Bradley Cooper and the entire Malpaso team, thank you for your inspiration and your support. To Kim Waugh and the Warner Bros. family. To my family at home, Debbie, Blu, Kevin and Hailey, thank you, I love you. And to our incredible sound team.BUB ASMAN:We want to mention a few people that we just really wouldn't be up here without, key crewmembers: Jason King, Tom Ozanich, Katy Wood and Michael Dressel. And to my family, Jackie, Andy and Bill. Love you, guys. Thank you very much.", Alan Robert Murray and Bub Asman, 2014 (87th) Academy Awards
 Sound Editing, Mad Max: Fury Road,"Fuckin' Mad Maxers! Let's hear it! Yeah! For thousands of years we've been telling stories in the dark around a flickering light, whether a campfire or a projector; David and I do it with sound. George Miller would tell us ""Mad Max"" is a film we see with our ears. I knew sound could tell my story, but nothing quite like this. Sound artists are storytellers. Thank you, George, I hope to see you around the next campfire.DAVID WHITE:Yeah, I'm so proud, so proud to work on this loud, loud, loud film that actually had silence in it. So good to work with this guy [pointing to Mangini]. And I'm proud to represent all my Australian colleagues. Yeah!MARK MANGINI:The Aussies!=============================Thank you scroll (as it appeared on the live broadcast):Mark Mangini &amp; David White would like to thank: Wayne Pashley, Scott Hecker, Mark Franken, Kira Roessler, Yulia Akerholt, Ben Osmo, Oliver Machin, Cate Cahill, Stuart Morton, Fabian Sanjurjo, Rick Lisle, Alicia Slursarski, Chuck Michael, Phil Barrie, Chris Aud, Michael Mitchell, Pernell Salinas, Blair Slater, John Simpson, Duncan McAllister, Mario Vaccaro, Jared Dwyer, Andrew Miller, Mario Gabrielli, Damien Candusso, Danielle Wiessner, Emma Mitchell, Daniel Brown, Sonal Joshi, Derryn Pasquill, Mia Stewart, Ines Richter, Beth Bezzina, Paradox Delilah, Matt Town, Petrina Edge, Angus Robertson, Ryan Murphy, Duncan McRae, Paul LaMori.", Mark Mangini and David White, 2015 (88th) Academy Awards
 Sound Editing, Arrival,"So they say, take a deep breath. So, 33 seconds, 32 seconds. So, this award by far is a collective award made by people from many countries around the world, led by the Québec team. Salut, Montréal. And I want to say thanks to Gaspar, Kamals*, Katrine*, all the cast and the crew from ""Arrival."" Amy Adams, you're a wonderful person and a profound actress. Thanks a lot. Denis Villeneuve, Denis [unintelligible], I love you so much. You bring love to us. All we need is love. Good night.", Sylvain Bellemare, 2016 (89th) Academy Awards
